state,district,category,feature,value
Maharashtra,RATNAGIRI,School Physical Infrastructure,Schools Approachable by all Weather Roads,97.0
Meghalaya,SOUTH WEST KHASI HILLS,School Physical Infrastructure,Schools Approachable by all Weather Roads,43.0
Odisha,SAMBALPUR,School Physical Infrastructure,Schools Approachable by all Weather Roads,100.0
Arunachal Pradesh,LOWER SUBANSIRI,School Physical Infrastructure,Schools Approachable by all Weather Roads,79.0
Bihar,KAIMUR (BHABUA),School Physical Infrastructure,Schools Approachable by all Weather Roads,78.0
Jammu & Kashmir,JAMMU,School Physical Infrastructure,Schools Approachable by all Weather Roads,91.0
West Bengal,ALIPURDUAR,School Physical Infrastructure,Schools Approachable by all Weather Roads,88.0
West Bengal,SOUTH 24 PARGANAS,School Physical Infrastructure,Schools Approachable by all Weather Roads,89.0
Andhra Pradesh,SRIKAKULAM,School Physical Infrastructure,Schools Approachable by all Weather Roads,94.0
Tripura,SOUTH TRIPURA,School Physical Infrastructure,Schools Approachable by all Weather Roads,86.0
Uttar Pradesh,BHADOI,School Physical Infrastructure,Schools Approachable by all Weather Roads,92.0
Uttar Pradesh,MATHURA,School Physical Infrastructure,Schools Approachable by all Weather Roads,92.0
Gujarat,JAMNAGAR,School Physical Infrastructure,Schools Approachable by all Weather Roads,99.0
Jammu & Kashmir,PUNCH,School Physical Infrastructure,Schools Approachable by all Weather Roads,60.0
Uttar Pradesh,CHITRAKOOT,School Physical Infrastructure,Schools Approachable by all Weather Roads,91.0
Karnataka,TUMAKURU,School Physical Infrastructure,Schools Approachable by all Weather Roads,77.0
Manipur,TENGNOUPAL,School Physical Infrastructure,Schools Approachable by all Weather Roads,84.0
Gujarat,SURAT,School Physical Infrastructure,Schools Approachable by all Weather Roads,97.0
Rajasthan,JAISALMER,School Physical Infrastructure,Schools Approachable by all Weather Roads,74.0
Uttar Pradesh,AURAIYA,School Physical Infrastructure,Schools Approachable by all Weather Roads,92.0
Madhya Pradesh,INDORE,School Physical Infrastructure,Schools Approachable by all Weather Roads,93.0
Bihar,SAMASTIPUR,School Physical Infrastructure,Schools Approachable by all Weather Roads,91.0
Odisha,CUTTACK,School Physical Infrastructure,Schools Approachable by all Weather Roads,99.0
Tamilnadu,VELLORE,School Physical Infrastructure,Schools Approachable by all Weather Roads,68.0
Uttar Pradesh,AZAMGARH,School Physical Infrastructure,Schools Approachable by all Weather Roads,90.0
Uttar Pradesh,UNNAO,School Physical Infrastructure,Schools Approachable by all Weather Roads,90.0
Uttarakhand,PITHORAGARH,School Physical Infrastructure,Schools Approachable by all Weather Roads,58.0
Bihar,BEGUSARAI,School Educational Infrastructure,Schools that received text books,67.0
Uttar Pradesh,GORAKHPUR,School Educational Infrastructure,Schools that received text books,58.0
Madhya Pradesh,TIKAMGARH,School Educational Infrastructure,Schools that received text books,79.0
Puducherry,MAHE,School Educational Infrastructure,Schools that received text books,55.0
Assam,CHARAIDEO,School Educational Infrastructure,Schools that received text books,89.0
Chhattisgarh,RAIPUR,School Educational Infrastructure,Schools that received text books,58.0
Madhya Pradesh,SIDHI,School Educational Infrastructure,Schools that received text books,75.0
Telangana,WARANGAL,School Educational Infrastructure,Schools that received text books,78.0
Manipur,KAMJONG,School Educational Infrastructure,Schools that received text books,93.0
Uttar Pradesh,BARABANKI,School Educational Infrastructure,Schools that received text books,66.0
Uttar Pradesh,SANT KABIR NAGAR,School Educational Infrastructure,Schools that received text books,56.0
Andhra Pradesh,KURNOOL,School Educational Infrastructure,Schools that received text books,65.0
Assam,KOKRAJHAR,School Educational Infrastructure,Schools that received text books,67.0
Maharashtra,NAGPUR,School Educational Infrastructure,Schools that received text books,70.0
Nagaland,KOHIMA,School Educational Infrastructure,Schools that received text books,59.0
West Bengal,KALIMPONG,School Educational Infrastructure,Schools that received text books,84.0
Bihar,AURANGABAD (BIHAR),School Educational Infrastructure,Schools that received text books,77.0
Chhattisgarh,JASHPUR,School Educational Infrastructure,Schools that received text books,86.0
Meghalaya,WEST GARO HILLS,School Educational Infrastructure,Schools that received text books,54.0
Tamilnadu,TIRUVALLUR,School Educational Infrastructure,Schools that received text books,61.0
Telangana,VIKARABAD,School Educational Infrastructure,Schools that received text books,94.0
Bihar,SHEOHAR,School Educational Infrastructure,Schools that received text books,78.0
Gujarat,GIR SOMNATH,School Educational Infrastructure,Schools that received text books,61.0
Nagaland,PHEK,School Educational Infrastructure,Schools that received text books,76.0
Odisha,KENDRAPARA,School Educational Infrastructure,Schools that received text books,83.0
Rajasthan,TONK,School Educational Infrastructure,Schools that received text books,51.0
Andhra Pradesh,EAST GODAVARI,School Educational Infrastructure,Schools that received text books,70.0
Gujarat,MAHISAGAR,School Educational Infrastructure,Schools that received text books,91.0
Rajasthan,BUNDI,School Educational Infrastructure,Schools that received text books,57.0
Himachal Pradesh,KANGRA,School Educational Infrastructure,Schools that received text books,80.0
Meghalaya,RI BHOI,School Educational Infrastructure,Schools that received text books,56.0
Odisha,JAJPUR,School Educational Infrastructure,Schools that received text books,80.0
Uttar Pradesh,PILIBHIT,School Educational Infrastructure,Schools that received text books,59.0
Uttar Pradesh,SITAPUR,School Educational Infrastructure,Schools that received text books,62.0
Jammu & Kashmir,RAMBAN,School Educational Infrastructure,Schools that received text books,86.0
Madhya Pradesh,BURHANPUR,School Educational Infrastructure,Schools that received text books,77.0
West Bengal,SILIGURI,School Educational Infrastructure,Schools that received text books,70.0
Arunachal Pradesh,NAMSAI,School Educational Infrastructure,Schools that received text books,77.0
Arunachal Pradesh,PAKKE KESSANG,School Educational Infrastructure,Schools that received text books,84.0
Rajasthan,PALI,School Educational Infrastructure,Schools that received text books,56.0
Kerala,KOZHIKODE,School Educational Infrastructure,Schools that received text books,75.0
Madhya Pradesh,DHAR,School Educational Infrastructure,Schools that received text books,81.0
Maharashtra,CHANDRAPUR,School Educational Infrastructure,Schools that received text books,83.0
Mizoram,KOLASIB,School Educational Infrastructure,Schools that received text books,58.0
Odisha,BOUDH,School Educational Infrastructure,Schools that received text books,86.0
Maharashtra,BID,School Educational Infrastructure,Schools that received text books,87.0
Telangana,NIRMAL,School Educational Infrastructure,Schools that received text books,87.0
Jammu & Kashmir,ANANTNAG,School Educational Infrastructure,Schools that received text books,74.0
Madhya Pradesh,BETUL,School Educational Infrastructure,Schools that received text books,86.0
Tamilnadu,PUDUKKOTTAI,School Educational Infrastructure,Schools that received text books,82.0
Haryana,PANCHKULA,School Educational Infrastructure,Schools that received text books,73.0
Punjab,KAPURTHALA,School Educational Infrastructure,Schools that received text books,76.0
Telangana,MEDCHAL,School Educational Infrastructure,Schools that received text books,69.0
Telangana,NIZAMABAD,School Educational Infrastructure,Schools that received text books,88.0
Uttar Pradesh,SIDDHARTHNAGAR,School Educational Infrastructure,Schools that received text books,68.0
Andhra Pradesh,KADAPA,School Educational Infrastructure,Schools that received text books,73.0
Haryana,GURUGRAM,School Educational Infrastructure,Schools that received text books,48.0
Jammu & Kashmir,PULWAMA,School Educational Infrastructure,Schools that received text books,72.0
Manipur,SENAPATI,School Educational Infrastructure,Schools that received text books,81.0
Maharashtra,WASHIM,School Educational Infrastructure,Schools that received text books,82.0
Rajasthan,BIKANER,School Educational Infrastructure,Schools that received text books,50.0
Uttar Pradesh,ALIGARH,School Educational Infrastructure,Schools that received text books,53.0
West Bengal,BANKURA,School Educational Infrastructure,Schools that received text books,94.0
Jammu & Kashmir,UDHAMPUR,School Educational Infrastructure,Schools that received text books,83.0
Assam,HOJAI,School Educational Infrastructure,Schools that received text books,82.0
Haryana,JIND,School Educational Infrastructure,Schools that received text books,66.0
Jharkhand,GODDA,School Educational Infrastructure,Schools that received text books,87.0
Odisha,ANGUL,School Educational Infrastructure,Schools that received text books,81.0
Telangana,WANAPARTHY,School Educational Infrastructure,Schools that received text books,85.0
Maharashtra,AKOLA,School Educational Infrastructure,Schools that received text books,77.0
Mizoram,SERCHHIP,School Educational Infrastructure,Schools that received text books,55.0
Punjab,NAWANSHAHR,School Educational Infrastructure,Schools that received text books,79.0
Telangana,KARIMNAGAR,School Educational Infrastructure,Schools that received text books,79.0
Uttar Pradesh,ETAH,School Educational Infrastructure,Schools that received text books,54.0
Chhattisgarh,BEMETARA,School Educational Infrastructure,Schools that received text books,86.0
Gujarat,THE DANGS,School Educational Infrastructure,Schools that received text books,92.0
Haryana,KURUKSHETRA,School Educational Infrastructure,Schools that received text books,72.0
Tripura,KHOWAI,School Educational Infrastructure,Schools that received text books,93.0
Gujarat,PATAN,School Educational Infrastructure,Schools that received text books,84.0
Himachal Pradesh,SOLAN,School Educational Infrastructure,Schools that received text books,80.0
Manipur,IMPHAL WEST,School Educational Infrastructure,Schools that received text books,55.0
Telangana,RAJANNA,School Educational Infrastructure,Schools that received text books,82.0
Telangana,SANGAREDDY,School Educational Infrastructure,Schools that received text books,91.0
Assam,SONITPUR,School Educational Infrastructure,Schools that received text books,76.0
Kerala,MALAPPURAM,School Educational Infrastructure,Schools that received text books,73.0
Bihar,PASHCHIM CHAMPARAN,School Educational Infrastructure,Schools that received text books,67.0
Delhi,DELHI,School Educational Infrastructure,Schools that received text books,52.0
Kerala,KOTTAYAM,School Educational Infrastructure,Schools that received text books,76.0
Odisha,KANDHAMAL,School Educational Infrastructure,Schools that received text books,92.0
Odisha,PURI,School Educational Infrastructure,Schools that received text books,81.0
Karnataka,CHITRADURGA,School Educational Infrastructure,Schools that received text books,85.0
Madhya Pradesh,SEHORE,School Educational Infrastructure,Schools that received text books,65.0
Maharashtra,DHULE,School Educational Infrastructure,Schools that received text books,88.0
Himachal Pradesh,KINNAUR,School Educational Infrastructure,Schools that received text books,84.0
Tamilnadu,ARIYALUR,School Educational Infrastructure,Schools that received text books,75.0
Uttar Pradesh,LUCKNOW,School Educational Infrastructure,Schools that received text books,42.0
Uttar Pradesh,AMETHI - CSM NAGAR,School Educational Infrastructure,Schools that received text books,66.0
Uttarakhand,UTTARKASHI,School Educational Infrastructure,Schools that received text books,72.0
Karnataka,UDUPI,School Educational Infrastructure,Schools that received text books,81.0
Andhra Pradesh,ANANTAPUR,School Educational Infrastructure,Schools that received text books,74.0
Andhra Pradesh,VISAKHAPATNAM,School Educational Infrastructure,Schools that received text books,73.0
Jammu & Kashmir,GANDERBAL,School Educational Infrastructure,Schools that received text books,77.0
Jharkhand,BOKARO,School Educational Infrastructure,Schools that received text books,66.0
Manipur,UKHRUL,School Educational Infrastructure,Schools that received text books,70.0
Uttar Pradesh,KAUSHAMBI,School Educational Infrastructure,Schools that received text books,52.0
Assam,BAKSA,School Educational Infrastructure,Schools that received text books,79.0
Gujarat,BHARUCH,School Educational Infrastructure,Schools that received text books,73.0
Jharkhand,PASHCHIMI SINGHBHUM,School Educational Infrastructure,Schools that received text books,90.0
Maharashtra,JALGAON,School Educational Infrastructure,Schools that received text books,83.0
Karnataka,BENGALURU RURAL,School Educational Infrastructure,Schools that received text books,81.0
Madhya Pradesh,RAISEN,School Educational Infrastructure,Schools that received text books,78.0
Nagaland,LONGLENG,School Educational Infrastructure,Schools that received text books,80.0
Punjab,HOSHIARPUR,School Educational Infrastructure,Schools that received text books,77.0
Assam,DIBRUGARH,School Educational Infrastructure,Schools that received text books,86.0
Bihar,BHOJPUR,School Educational Infrastructure,Schools that received text books,68.0
Punjab,AMRITSAR,School Educational Infrastructure,Schools that received text books,60.0
Manipur,KAKCHING,School Educational Infrastructure,Schools that received text books,63.0
Meghalaya,WEST KHASI HILLS,School Educational Infrastructure,Schools that received text books,59.0
Rajasthan,JODHPUR,School Educational Infrastructure,Schools that received text books,47.0
West Bengal,COOCH BIHAR,School Educational Infrastructure,Schools that received text books,89.0
Madhya Pradesh,SATNA,School Educational Infrastructure,Schools that received text books,70.0
Assam,DHEMAJI,School Educational Infrastructure,Schools that received text books,83.0
Bihar,ARWAL,School Educational Infrastructure,Schools that received text books,66.0
Meghalaya,EAST GARO HILLS,School Educational Infrastructure,Schools that received text books,85.0
Rajasthan,DUNGARPUR,School Educational Infrastructure,Schools that received text books,80.0
Telangana,SIDDIPET,School Educational Infrastructure,Schools that received text books,87.0
Bihar,GOPALGANJ,School Educational Infrastructure,Schools that received text books,55.0
Chhattisgarh,KORIYA,School Educational Infrastructure,Schools that received text books,82.0
Rajasthan,BANSWARA,School Educational Infrastructure,Schools that received text books,74.0
Tamilnadu,TIRUVARUR,School Educational Infrastructure,Schools that received text books,80.0
Uttar Pradesh,BIJNOR,School Educational Infrastructure,Schools that received text books,44.0
Bihar,KISHANGANJ,School Educational Infrastructure,Schools that received text books,63.0
Bihar,NAWADA,School Educational Infrastructure,Schools that received text books,70.0
Rajasthan,UDAIPUR,School Educational Infrastructure,Schools that received text books,65.0
Uttar Pradesh,SHRAWASTI,School Educational Infrastructure,Schools that received text books,66.0
Assam,GOALPARA,School Educational Infrastructure,Schools that received text books,79.0
Kerala,THIRUVANANTHAPURAM,School Educational Infrastructure,Schools that received text books,64.0
Uttar Pradesh,BAHRAICH,School Educational Infrastructure,Schools that received text books,72.0
Uttar Pradesh,BALLIA,School Educational Infrastructure,Schools that received text books,62.0
West Bengal,KOLKATA,School Educational Infrastructure,Schools that received text books,83.0
Andhra Pradesh,NELLORE,School Educational Infrastructure,Schools that received text books,74.0
Bihar,SAHARSA,School Educational Infrastructure,Schools that received text books,67.0
Madhya Pradesh,REWA,School Educational Infrastructure,Schools that received text books,65.0
Punjab,RUPNAGAR,School Educational Infrastructure,Schools that received text books,84.0
Arunachal Pradesh,KAMLE,School Educational Infrastructure,Schools that received text books,90.0
Punjab,FATEHGARH SAHIB,School Educational Infrastructure,Schools that received text books,81.0
Punjab,MANSA,School Educational Infrastructure,Schools that received text books,72.0
Jammu & Kashmir,SRINAGAR,School Educational Infrastructure,Schools that received text books,48.0
Jharkhand,SIMDEGA,School Educational Infrastructure,Schools that received text books,85.0
Madhya Pradesh,ANUPPUR,School Educational Infrastructure,Schools that received text books,87.0
Sikkim,EAST SIKKIM,School Educational Infrastructure,Schools that received text books,62.0
Uttar Pradesh,BALRAMPUR,School Educational Infrastructure,Schools that received text books,66.0
Uttar Pradesh,ETAWAH,School Educational Infrastructure,Schools that received text books,56.0
Gujarat,JUNAGADH,School Educational Infrastructure,Schools that received text books,61.0
Maharashtra,BULDANA,School Educational Infrastructure,Schools that received text books,82.0
Arunachal Pradesh,LEPA RADA,School Educational Infrastructure,Schools that received text books,27.0
Madhya Pradesh,AGAR MALWA,School Educational Infrastructure,Schools that received text books,57.0
Madhya Pradesh,VIDISHA,School Educational Infrastructure,Schools that received text books,78.0
Mizoram,LAWNGTLAI,School Educational Infrastructure,Schools that received text books,67.0
Nagaland,ZUNHEBOTO,School Educational Infrastructure,Schools that received text books,82.0
Telangana,BHADRADRI,School Educational Infrastructure,Schools that received text books,94.0
Haryana,KAITHAL,School Educational Infrastructure,Schools that received text books,63.0
Karnataka,UTTARA KANNADA SIRSI,School Educational Infrastructure,Schools that received text books,93.0
West Bengal,NORTH 24 PARGANAS,School Educational Infrastructure,Schools that received text books,89.0
Chhattisgarh,DHAMTARI,School Educational Infrastructure,Schools that received text books,85.0
Bihar,ROHTAS,School Educational Infrastructure,Schools that received text books,54.0
Jharkhand,SAHIBGANJ,School Educational Infrastructure,Schools that received text books,83.0
Karnataka,BAGALKOT,School Educational Infrastructure,Schools that received text books,73.0
Madhya Pradesh,DAMOH,School Educational Infrastructure,Schools that received text books,76.0
Maharashtra,JALNA,School Educational Infrastructure,Schools that received text books,77.0
Mizoram,LUNGLEI,School Educational Infrastructure,Schools that received text books,59.0
Odisha,BALASORE,School Educational Infrastructure,Schools that received text books,79.0
Telangana,RANGAREDDY,School Educational Infrastructure,Schools that received text books,88.0
Chhattisgarh,BALRAMPUR,School Educational Infrastructure,Schools that received text books,88.0
Gujarat,PANCH MAHALS,School Educational Infrastructure,Schools that received text books,87.0
Haryana,BHIWANI,School Educational Infrastructure,Schools that received text books,64.0
West Bengal,HOOGHLY,School Educational Infrastructure,Schools that received text books,88.0
Bihar,SARAN,School Educational Infrastructure,Schools that received text books,68.0
Gujarat,PORBANDAR,School Educational Infrastructure,Schools that received text books,71.0
Gujarat,RAJKOT,School Educational Infrastructure,Schools that received text books,45.0
Odisha,GANJAM,School Educational Infrastructure,Schools that received text books,80.0
Haryana,KARNAL,School Educational Infrastructure,Schools that received text books,59.0
Himachal Pradesh,KULLU,School Educational Infrastructure,Schools that received text books,84.0
Maharashtra,PUNE,School Educational Infrastructure,Schools that received text books,73.0
Telangana,KAMAREDDY,School Educational Infrastructure,Schools that received text books,92.0
Telangana,KHAMMAM,School Educational Infrastructure,Schools that received text books,89.0
Uttar Pradesh,FATEHPUR,School Educational Infrastructure,Schools that received text books,59.0
Odisha,DHENKANAL,School Educational Infrastructure,Schools that received text books,82.0
Rajasthan,CHITTAURGARH,School Educational Infrastructure,Schools that received text books,62.0
Arunachal Pradesh,DIBANG VALLEY,School Educational Infrastructure,Schools that received text books,92.0
Gujarat,DEVBHOOMI DWARKA,School Educational Infrastructure,Schools that received text books,77.0
Madhya Pradesh,BALAGHAT,School Educational Infrastructure,Schools that received text books,80.0
Maharashtra,HINGOLI,School Educational Infrastructure,Schools that received text books,82.0
Mizoram,MAMIT,School Educational Infrastructure,Schools that received text books,66.0
Uttar Pradesh,BAREILLY,School Educational Infrastructure,Schools that received text books,54.0
Madhya Pradesh,CHHATARPUR,School Educational Infrastructure,Schools that received text books,70.0
Tamilnadu,TIRUNELVELI,School Educational Infrastructure,Schools that received text books,74.0
Odisha,MALKANGIRI,School Educational Infrastructure,Schools that received text books,95.0
Madhya Pradesh,JABALPUR,School Educational Infrastructure,Schools that received text books,61.0
Maharashtra,SINDHUDURG,School Educational Infrastructure,Schools that received text books,94.0
Uttar Pradesh,LAKHIMPUR KHERI,School Educational Infrastructure,Schools that received text books,70.0
Assam,GOLAGHAT,School Educational Infrastructure,Schools that received text books,81.0
Karnataka,DAKSHINA KANNADA,School Educational Infrastructure,Schools that received text books,72.0
Haryana,FATEHABAD,School Educational Infrastructure,Schools that received text books,69.0
Himachal Pradesh,BILASPUR (H.P.),School Educational Infrastructure,Schools that received text books,82.0
Jammu & Kashmir,BANDIPORA,School Educational Infrastructure,Schools that received text books,84.0
Manipur,THOUBAL,School Educational Infrastructure,Schools that received text books,59.0
Tamilnadu,NAMAKKAL,School Educational Infrastructure,Schools that received text books,76.0
Telangana,PEDDAPALLI,School Educational Infrastructure,Schools that received text books,82.0
Bihar,MADHEPURA,School Educational Infrastructure,Schools that received text books,64.0
Gujarat,NAVSARI,School Educational Infrastructure,Schools that received text books,78.0
Karnataka,RAMANAGARA,School Educational Infrastructure,Schools that received text books,85.0
Kerala,PALAKKAD,School Educational Infrastructure,Schools that received text books,73.0
Madhya Pradesh,KHARGONE,School Educational Infrastructure,Schools that received text books,83.0
Sikkim,WEST SIKKIM,School Educational Infrastructure,Schools that received text books,70.0
Uttar Pradesh,MAU,School Educational Infrastructure,Schools that received text books,46.0
Jharkhand,GUMLA,School Educational Infrastructure,Schools that received text books,83.0
Manipur,JIRIBAM,School Educational Infrastructure,Schools that received text books,76.0
Rajasthan,JHALAWAR,School Educational Infrastructure,Schools that received text books,65.0
Tripura,WEST TRIPURA,School Educational Infrastructure,Schools that received text books,83.0
Punjab,MUKTSAR,School Educational Infrastructure,Schools that received text books,70.0
Manipur,NONEY,School Educational Infrastructure,Schools that received text books,86.0
Punjab,SANGRUR,School Educational Infrastructure,Schools that received text books,67.0
Bihar,ARARIA,School Educational Infrastructure,Schools that received text books,71.0
Jharkhand,PALAMU,School Educational Infrastructure,Schools that received text books,85.0
Karnataka,KOPPAL,School Educational Infrastructure,Schools that received text books,72.0
Manipur,CHURACHANDPUR,School Educational Infrastructure,Schools that received text books,75.0
Andhra Pradesh,WEST GODAVARI,School Educational Infrastructure,Schools that received text books,72.0
Maharashtra,LATUR,School Educational Infrastructure,Schools that received text books,82.0
Assam,MAJULI,School Educational Infrastructure,Schools that received text books,74.0
Karnataka,GADAG,School Educational Infrastructure,Schools that received text books,74.0
Odisha,SONEPUR,School Educational Infrastructure,Schools that received text books,79.0
Punjab,GURDASPUR,School Educational Infrastructure,Schools that received text books,73.0
Rajasthan,BHARATPUR,School Educational Infrastructure,Schools that received text books,46.0
Karnataka,RAICHUR,School Educational Infrastructure,Schools that received text books,70.0
Madhya Pradesh,MANDSAUR,School Educational Infrastructure,Schools that received text books,63.0
Madhya Pradesh,PANNA,School Educational Infrastructure,Schools that received text books,75.0
Uttar Pradesh,BUDAUN,School Educational Infrastructure,Schools that received text books,62.0
Arunachal Pradesh,LONGDING,School Educational Infrastructure,Schools that received text books,83.0
Bihar,KATIHAR,School Educational Infrastructure,Schools that received text books,56.0
Gujarat,SURENDRANAGAR,School Educational Infrastructure,Schools that received text books,74.0
Odisha,BARAGARH,School Educational Infrastructure,Schools that received text books,82.0
Tamilnadu,THE NILGIRIS,School Educational Infrastructure,Schools that received text books,62.0
West Bengal,NADIA,School Educational Infrastructure,Schools that received text books,88.0
Andaman & Nicobar Islands,ANDAMAN ISLANDS,School Educational Infrastructure,Schools that received text books,74.0
Tamilnadu,DINDIGUL,School Educational Infrastructure,Schools that received text books,76.0
Telangana,YADADRI,School Educational Infrastructure,Schools that received text books,87.0
Arunachal Pradesh,CAPITAL COMPLEX ITANAGAR,School Educational Infrastructure,Schools that received text books,50.0
Himachal Pradesh,UNA,School Educational Infrastructure,Schools that received text books,83.0
Madhya Pradesh,BHOPAL,School Educational Infrastructure,Schools that received text books,28.0
Manipur,BISHNUPUR,School Educational Infrastructure,Schools that received text books,65.0
Karnataka,KODAGU,School Educational Infrastructure,Schools that received text books,78.0
Bihar,BUXAR,School Educational Infrastructure,Schools that received text books,65.0
Himachal Pradesh,SHIMLA,School Educational Infrastructure,Schools that received text books,86.0
Madhya Pradesh,ALIRAJPUR,School Educational Infrastructure,Schools that received text books,93.0
Tamilnadu,SALEM,School Educational Infrastructure,Schools that received text books,62.0
Gujarat,VALSAD,School Educational Infrastructure,Schools that received text books,77.0
Jharkhand,JAMTARA,School Educational Infrastructure,Schools that received text books,88.0
Maharashtra,BHANDARA,School Educational Infrastructure,Schools that received text books,86.0
Maharashtra,NANDURBAR,School Educational Infrastructure,Schools that received text books,91.0
Odisha,JAGATSINGHPUR,School Educational Infrastructure,Schools that received text books,80.0
Rajasthan,DAUSA,School Educational Infrastructure,Schools that received text books,56.0
Rajasthan,KOTA,School Educational Infrastructure,Schools that received text books,40.0
Arunachal Pradesh,EAST SIANG,School Educational Infrastructure,Schools that received text books,80.0
Arunachal Pradesh,PAPUM PARE,School Educational Infrastructure,Schools that received text books,67.0
Karnataka,TUMAKURU MADHUGIRI,School Educational Infrastructure,Schools that received text books,90.0
Tamilnadu,DHARMAPURI,School Educational Infrastructure,Schools that received text books,79.0
Uttarakhand,ALMORA,School Educational Infrastructure,Schools that received text books,84.0
Madhya Pradesh,NEEMUCH,School Educational Infrastructure,Schools that received text books,68.0
Mizoram,AIZAWL,School Educational Infrastructure,Schools that received text books,48.0
Rajasthan,SIKAR,School Educational Infrastructure,Schools that received text books,48.0
Uttarakhand,CHAMOLI,School Educational Infrastructure,Schools that received text books,85.0
Gujarat,AHMEDABAD,School Educational Infrastructure,Schools that received text books,44.0
Uttar Pradesh,FARRUKHABAD,School Educational Infrastructure,Schools that received text books,55.0
Chhattisgarh,MAHASAMUND,School Educational Infrastructure,Schools that received text books,85.0
Gujarat,CHHOTAUDEPUR,School Educational Infrastructure,Schools that received text books,94.0
Punjab,Fazilka,School Educational Infrastructure,Schools that received text books,67.0
Rajasthan,RAJSAMAND,School Educational Infrastructure,Schools that received text books,67.0
Telangana,MULUGU,School Educational Infrastructure,Schools that received text books,91.0
Jammu & Kashmir,REASI,School Educational Infrastructure,Schools that received text books,88.0
Madhya Pradesh,KATNI,School Educational Infrastructure,Schools that received text books,75.0
Maharashtra,SATARA,School Educational Infrastructure,Schools that received text books,88.0
Rajasthan,GANGANAGAR,School Educational Infrastructure,Schools that received text books,54.0
Uttar Pradesh,BULANDSHAHR,School Educational Infrastructure,Schools that received text books,54.0
Uttarakhand,NAINITAL,School Educational Infrastructure,Schools that received text books,70.0
Arunachal Pradesh,CHANGLANG,School Educational Infrastructure,Schools that received text books,82.0
Bihar,SUPAUL,School Educational Infrastructure,Schools that received text books,69.0
Maharashtra,PARBHANI,School Educational Infrastructure,Schools that received text books,75.0
Rajasthan,BARMER,School Educational Infrastructure,Schools that received text books,74.0
Uttar Pradesh,HARDOI,School Educational Infrastructure,Schools that received text books,65.0
Arunachal Pradesh,WEST SIANG,School Educational Infrastructure,Schools that received text books,49.0
Chhattisgarh,DURG,School Educational Infrastructure,Schools that received text books,62.0
Gujarat,BOTAD,School Educational Infrastructure,Schools that received text books,68.0
Jharkhand,DUMKA,School Educational Infrastructure,Schools that received text books,87.0
Madhya Pradesh,RATLAM,School Educational Infrastructure,Schools that received text books,76.0
Nagaland,WOKHA,School Educational Infrastructure,Schools that received text books,78.0
Bihar,VAISHALI,School Educational Infrastructure,Schools that received text books,71.0
Jammu & Kashmir,KATHUA,School Educational Infrastructure,Schools that received text books,78.0
Jharkhand,KHUNTI,School Educational Infrastructure,Schools that received text books,85.0
Madhya Pradesh,CHHINDWARA,School Educational Infrastructure,Schools that received text books,84.0
Meghalaya,SOUTH GARO HILLS,School Educational Infrastructure,Schools that received text books,89.0
Uttar Pradesh,PRATAPGARH,School Educational Infrastructure,Schools that received text books,52.0
Arunachal Pradesh,EAST KAMENG,School Educational Infrastructure,Schools that received text books,72.0
Bihar,NALANDA,School Educational Infrastructure,Schools that received text books,74.0
Haryana,AMBALA,School Educational Infrastructure,Schools that received text books,70.0
Jammu & Kashmir,KULGAM,School Educational Infrastructure,Schools that received text books,74.0
Meghalaya,SOUTH WEST GARO HILLS,School Educational Infrastructure,Schools that received text books,84.0
West Bengal,HOWRAH,School Educational Infrastructure,Schools that received text books,81.0
Telangana,JANGAON,School Educational Infrastructure,Schools that received text books,88.0
Uttarakhand,RUDRAPRAYAG,School Educational Infrastructure,Schools that received text books,76.0
Arunachal Pradesh,KURUNG KUMEY,School Educational Infrastructure,Schools that received text books,75.0
Uttar Pradesh,FIROZABAD,School Educational Infrastructure,Schools that received text books,55.0
Uttar Pradesh,KANSHIRAM NAGAR,School Educational Infrastructure,Schools that received text books,56.0
Uttarakhand,TEHRI GARHWAL,School Educational Infrastructure,Schools that received text books,82.0
Assam,CHIRANG,School Educational Infrastructure,Schools that received text books,78.0
Chhattisgarh,GARIABAND,School Educational Infrastructure,Schools that received text books,92.0
Chhattisgarh,MUNGELI,School Educational Infrastructure,Schools that received text books,81.0
Jharkhand,RANCHI,School Educational Infrastructure,Schools that received text books,65.0
Rajasthan,JALOR,School Educational Infrastructure,Schools that received text books,58.0
Andhra Pradesh,GUNTUR,School Educational Infrastructure,Schools that received text books,71.0
Himachal Pradesh,LAHUL & SPITI,School Educational Infrastructure,Schools that received text books,97.0
Kerala,IDUKKI,School Educational Infrastructure,Schools that received text books,79.0
Arunachal Pradesh,SHI YOMI,School Educational Infrastructure,Schools that received text books,52.0
Gujarat,KACHCHH,School Educational Infrastructure,Schools that received text books,78.0
Haryana,PALWAL,School Educational Infrastructure,Schools that received text books,53.0
Madhya Pradesh,DATIA,School Educational Infrastructure,Schools that received text books,75.0
Puducherry,KARAIKAL,School Educational Infrastructure,Schools that received text books,65.0
Tamilnadu,THANJAVUR,School Educational Infrastructure,Schools that received text books,76.0
Assam,BONGAIGAON,School Educational Infrastructure,Schools that received text books,79.0
Telangana,MANCHERIAL,School Educational Infrastructure,Schools that received text books,86.0
Chhattisgarh,JANJGIR - CHAMPA,School Educational Infrastructure,Schools that received text books,76.0
Gujarat,BHAVNAGAR,School Educational Infrastructure,Schools that received text books,72.0
